[{'A': 0.2009460689789554, 'C': 0.2436645297619615, 'E': 0.18188546892920754, 'G': 0.21664329035923402}, {'A': -0.2019460689789554, 'C': -0.2446645297619615, 'E': -0.18288546892920754, 'G': -0.21764329035923402}, {'B': 0.34396337168928687, 'D': 0.374046602260721, 'F': 0.15003481586768144, 'H': 0.07646253077242846}, {'B': -0.34496337168928687, 'D': -0.375046602260721, 'F': -0.15103481586768144, 'H': -0.07746253077242846}, {'A': 0.3580177860454331, 'C': 0.35717195862168355, 'E': 0.2790063911295978, 'G': 0.27961381797120455}, {'A': -0.3590177860454331, 'C': -0.35817195862168355, 'E': -0.2800063911295978, 'G': -0.28061381797120455}, {'B': 0.49068814947574924, 'D': 0.3078594309890813, 'F': 0.3554792759305345, 'H': 0.32906003865079886}, {'B': -0.49168814947574924, 'D': -0.3088594309890813, 'F': -0.3564792759305345, 'H': -0.33006003865079886}, {'B': 0.26041125019217337, 'D': 0.4863088831425707, 'F': 0.1632851411983693, 'H': 0.20607090933692845}, {'B': -0.26141125019217337, 'D': -0.4873088831425707, 'F': -0.1642851411983693, 'H': -0.20707090933692845}, {'B': 0.16505929151340634, 'D': 0.472185867115984, 'F': 0.3212356243491893, 'H': 0.26353090621510084}, {'B': -0.16605929151340634, 'D': -0.473185867115984, 'F': -0.3222356243491893, 'H': -0.26453090621510084}, {'B': 0.22767599703010927, 'D': 0.48824584732158716, 'F': 0.48451630848445015, 'H': 0.46345478653083305}, {'B': -0.22867599703010927, 'D': -0.48924584732158716, 'F': -0.48551630848445015, 'H': -0.46445478653083305}, {'B': 0.3534682131679393, 'D': 0.05190112656518015, 'F': 0.30374836432268576, 'H': 0.39000830709766776}, {'B': -0.3544682131679393, 'D': -0.05290112656518015, 'F': -0.30474836432268576, 'H': -0.39100830709766776}, {'B': 0.0881430297209213, 'D': 0.10937607130501174, 'F': 0.16449419910136553, 'H': 0.2841130881382575}, {'B': -0.08914302972092131, 'D': -0.11037607130501174, 'F': -0.16549419910136554, 'H': -0.2851130881382575}, {'A': 0.06727885721414881, 'C': 0.2733944970880187, 'E': 0.05507651106102024, 'G': 0.12020442678606623}, {'A': -0.06827885721414881, 'C': -0.2743944970880187, 'E': -0.05607651106102024, 'G': -0.12120442678606623}]
[{'A': 0.4095592213788142, 'C': 0.26469314061483323, 'E': 0.29000274802695347, 'G': 0.3115756473929396}, {'A': -0.4105592213788142, 'C': -0.26569314061483323, 'E': -0.2910027480269535, 'G': -0.3125756473929396}, {'B': 0.2677094001563925, 'D': 0.2783193428840816, 'F': 0.47897835291157564, 'H': 0.10443158136946479}, {'B': -0.2687094001563925, 'D': -0.2793193428840816, 'F': -0.47997835291157565, 'H': -0.10543158136946479}, {'A': 0.4568619373858915, 'C': 0.17803705867401992, 'E': 0.05427967425257683, 'G': 0.05320903330210137}, {'A': -0.4578619373858915, 'C': -0.17903705867401992, 'E': -0.05527967425257683, 'G': -0.05420903330210137}, {'A': 0.4517634237218725, 'C': 0.3226535943577682, 'E': 0.24944053120947662, 'G': 0.46631045740556826}, {'A': -0.4527634237218725, 'C': -0.3236535943577682, 'E': -0.2504405312094766, 'G': -0.46731045740556826}, {'A': 0.31084810905367233, 'C': 0.35211543815869645, 'E': 0.33281641370713827, 'G': 0.06285225973164356}, {'A': -0.31184810905367233, 'C': -0.35311543815869645, 'E': -0.33381641370713827, 'G': -0.06385225973164356}, {'B': 0.12282498855001667, 'D': 0.09164276333837938, 'F': 0.3207385305251442, 'H': 0.4934800447540889}, {'B': -0.12382498855001667, 'D': -0.09264276333837938, 'F': -0.32173853052514423, 'H': -0.4944800447540889}, {'A': 0.4246983940659438, 'C': 0.07566078245610071, 'E': 0.35767863509891723, 'G': 0.3660991052663278}, {'A': -0.4256983940659438, 'C': -0.07666078245610071, 'E': -0.35867863509891723, 'G': -0.3670991052663278}, {'A': 0.05261158993398499, 'C': 0.3652051120620012, 'E': 0.252256449868681, 'G': 0.13555668172986926}, {'A': -0.05361158993398499, 'C': -0.3662051120620012, 'E': -0.253256449868681, 'G': -0.13655668172986926}, {'A': 0.13680429561054386, 'C': 0.3096523135511833, 'E': 0.13698966062807055, 'G': 0.4604836415123785}, {'A': -0.13780429561054386, 'C': -0.3106523135511833, 'E': -0.13798966062807055, 'G': -0.46148364151237853}, {'B': 0.20625565381656746, 'D': 0.06263724373276262, 'F': 0.49732799882063494, 'H': 0.2679467410867088}, {'B': -0.20725565381656746, 'D': -0.06363724373276262, 'F': -0.49832799882063494, 'H': -0.2689467410867088}]
[{'B': 0.4652897108612437, 'D': 0.39063049727607846, 'F': 0.3520358017598152, 'H': 0.18371244538513876}, {'B': -0.4662897108612437, 'D': -0.39163049727607846, 'F': -0.3530358017598152, 'H': -0.18471244538513876}, {'B': 0.3154237490217962, 'D': 0.4959158546175002, 'F': 0.06416263796975913, 'H': 0.07758622235775128}, {'B': -0.3164237490217962, 'D': -0.4969158546175002, 'F': -0.06516263796975913, 'H': -0.07858622235775128}, {'A': 0.249967882355339, 'C': 0.06998821988875056, 'E': 0.2690852283538346, 'G': 0.1814828584984336}, {'A': -0.250967882355339, 'C': -0.07098821988875056, 'E': -0.2700852283538346, 'G': -0.1824828584984336}, {'B': 0.08592092522893952, 'D': 0.4190006224451386, 'F': 0.25410766035570065, 'H': 0.25846597483699085}, {'B': -0.08692092522893952, 'D': -0.4200006224451386, 'F': -0.25510766035570065, 'H': -0.25946597483699085}, {'A': 0.4025276257416294, 'C': 0.1458549514920128, 'E': 0.4750053829519382, 'G': 0.22714419912748107}, {'A': -0.4035276257416294, 'C': -0.1468549514920128, 'E': -0.4760053829519382, 'G': -0.22814419912748107}, {'B': 0.07784658956164288, 'D': 0.19907687343721142, 'F': 0.22044967295378598, 'H': 0.12689736938505564}, {'B': -0.07884658956164288, 'D': -0.20007687343721142, 'F': -0.22144967295378598, 'H': -0.12789736938505564}, {'B': 0.3222469963775891, 'D': 0.40152762105636797, 'F': 0.05971032613701341, 'H': 0.2991823875373304}, {'B': -0.3232469963775891, 'D': -0.40252762105636797, 'F': -0.06071032613701341, 'H': -0.3001823875373304}, {'B': 0.12370880272773155, 'D': 0.06486903474296185, 'F': 0.26620285906218694, 'H': 0.22472317122835106}, {'B': -0.12470880272773155, 'D': -0.06586903474296185, 'F': -0.26720285906218694, 'H': -0.22572317122835106}, {'B': 0.3259190935642915, 'D': 0.3207270422135108, 'F': 0.4945752552055397, 'H': 0.17445550629717343}, {'B': -0.3269190935642915, 'D': -0.3217270422135108, 'F': -0.4955752552055397, 'H': -0.17545550629717344}, {'B': 0.4595627583045218, 'D': 0.169493665865743, 'F': 0.478906512478803, 'H': 0.47128795413190233}, {'B': -0.4605627583045218, 'D': -0.170493665865743, 'F': -0.479906512478803, 'H': -0.47228795413190233}]
[{'A': 0.4514037822004864, 'C': 0.37363884935850317, 'E': 0.3201193543909629, 'G': 0.3196468500079255}, {'A': -0.4524037822004864, 'C': -0.37463884935850317, 'E': -0.3211193543909629, 'G': -0.3206468500079255}, {'A': 0.4369141762354835, 'C': 0.12047047317630652, 'E': 0.3144783874611155, 'G': 0.1775350946960667}, {'A': -0.4379141762354835, 'C': -0.12147047317630652, 'E': -0.3154783874611155, 'G': -0.1785350946960667}, {'B': 0.48696914683035997, 'D': 0.48402654331894385, 'F': 0.4151585777838874, 'H': 0.4965882757950997}, {'B': -0.48796914683035997, 'D': -0.48502654331894385, 'F': -0.4161585777838874, 'H': -0.4975882757950997}, {'B': 0.22639401371995, 'D': 0.11914402385532966, 'F': 0.18644984567770756, 'H': 0.3834228910198689}, {'B': -0.22739401371995, 'D': -0.12014402385532966, 'F': -0.18744984567770756, 'H': -0.38442289101986893}, {'B': 0.4154115391704334, 'D': 0.3948990010130484, 'F': 0.3439697869681791, 'H': 0.46116732467948723}, {'B': -0.4164115391704334, 'D': -0.3958990010130484, 'F': -0.3449697869681791, 'H': -0.46216732467948723}, {'A': 0.15633084286771223, 'C': 0.4396219163617483, 'E': 0.18596336905333866, 'G': 0.43151969644213833}, {'A': -0.15733084286771223, 'C': -0.4406219163617483, 'E': -0.18696336905333866, 'G': -0.43251969644213833}, {'A': 0.13257820192814568, 'C': 0.4715148706403253, 'E': 0.0918290263864028, 'G': 0.18594247133305053}, {'A': -0.13357820192814568, 'C': -0.4725148706403253, 'E': -0.09282902638640281, 'G': -0.18694247133305053}, {'A': 0.4928642660419276, 'C': 0.3633174997153238, 'E': 0.38722102026245614, 'G': 0.3761297423860119}, {'A': -0.4938642660419276, 'C': -0.3643174997153238, 'E': -0.38822102026245614, 'G': -0.3771297423860119}, {'A': 0.08009203795891241, 'C': 0.4878021255286464, 'E': 0.1836764114362457, 'G': 0.46740645695127264}, {'A': -0.08109203795891241, 'C': -0.4888021255286464, 'E': -0.1846764114362457, 'G': -0.46840645695127264}, {'B': 0.4351260424548332, 'D': 0.2448587568971613, 'F': 0.45604356151073794, 'H': 0.22672864957741878}, {'B': -0.4361260424548332, 'D': -0.2458587568971613, 'F': -0.45704356151073794, 'H': -0.22772864957741878}]
[{'A': 0.38297831066446847, 'C': 0.11866295886653926, 'E': 0.3097197090550477, 'G': 0.3982168250833629}, {'A': -0.38397831066446847, 'C': -0.11966295886653926, 'E': -0.3107197090550477, 'G': -0.3992168250833629}, {'B': 0.1878237325780281, 'D': 0.059561156576687105, 'F': 0.05728259263004423, 'H': 0.166948582031269}, {'B': -0.1888237325780281, 'D': -0.060561156576687106, 'F': -0.05828259263004423, 'H': -0.167948582031269}, {'A': 0.2415045334034711, 'C': 0.4977306078360786, 'E': 0.19878955029085144, 'G': 0.22307545566710024}, {'A': -0.2425045334034711, 'C': -0.4987306078360786, 'E': -0.19978955029085144, 'G': -0.22407545566710024}, {'B': 0.3719395683237854, 'D': 0.3757761542237483, 'F': 0.051602223938630495, 'H': 0.2315670702263739}, {'B': -0.3729395683237854, 'D': -0.3767761542237483, 'F': -0.052602223938630496, 'H': -0.2325670702263739}, {'B': 0.20763240981165515, 'D': 0.43533558526441507, 'F': 0.4030886278094736, 'H': 0.38894060880263615}, {'B': -0.20863240981165515, 'D': -0.43633558526441507, 'F': -0.4040886278094736, 'H': -0.38994060880263615}, {'B': 0.15588266853867855, 'D': 0.3145110342639878, 'F': 0.21438123292710087, 'H': 0.4161780487089135}, {'B': -0.15688266853867855, 'D': -0.3155110342639878, 'F': -0.21538123292710087, 'H': -0.4171780487089135}, {'B': 0.19598274654119302, 'D': 0.446607769463865, 'F': 0.3346673392210177, 'H': 0.30850311500545285}, {'B': -0.19698274654119302, 'D': -0.447607769463865, 'F': -0.3356673392210177, 'H': -0.30950311500545286}, {'A': 0.48248158741544483, 'C': 0.20093895870296918, 'E': 0.45278451457194846, 'G': 0.36467693863642725}, {'A': -0.48348158741544484, 'C': -0.20193895870296918, 'E': -0.45378451457194846, 'G': -0.36567693863642725}, {'B': 0.4113635371431368, 'D': 0.2961128516445352, 'F': 0.09539365339937028, 'H': 0.40782491432639223}, {'B': -0.4123635371431368, 'D': -0.2971128516445352, 'F': -0.09639365339937028, 'H': -0.40882491432639223}, {'A': 0.08084228254394726, 'C': 0.4379764313120883, 'E': 0.08324836231415866, 'G': 0.426912708031486}, {'A': -0.08184228254394726, 'C': -0.4389764313120883, 'E': -0.08424836231415866, 'G': -0.427912708031486}]
[{'B': 0.33781749370121306, 'D': 0.4296886799244344, 'F': 0.16514737427399057, 'H': 0.3849090899332853}, {'B': -0.33881749370121306, 'D': -0.4306886799244344, 'F': -0.16614737427399057, 'H': -0.3859090899332853}, {'A': 0.3259414934215834, 'C': 0.10877511797335798, 'E': 0.4854067168172728, 'G': 0.23131404361999985}, {'A': -0.3269414934215834, 'C': -0.10977511797335798, 'E': -0.4864067168172728, 'G': -0.23231404361999985}, {'B': 0.31143907288548556, 'D': 0.4453352639570346, 'F': 0.4474373951285867, 'H': 0.0762480810047518}, {'B': -0.31243907288548556, 'D': -0.4463352639570346, 'F': -0.4484373951285867, 'H': -0.0772480810047518}, {'A': 0.2661254273890099, 'C': 0.20387837030278017, 'E': 0.4173848901733413, 'G': 0.08728300570850142}, {'A': -0.2671254273890099, 'C': -0.20487837030278017, 'E': -0.4183848901733413, 'G': -0.08828300570850142}, {'A': 0.375943042685218, 'C': 0.4685692728201475, 'E': 0.32068681633025387, 'G': 0.23987190723513702}, {'A': -0.376943042685218, 'C': -0.4695692728201475, 'E': -0.32168681633025387, 'G': -0.24087190723513702}, {'B': 0.4531278358004662, 'D': 0.32803315248602394, 'F': 0.45290471198537624, 'H': 0.33101816440236165}, {'B': -0.45412783580046623, 'D': -0.32903315248602394, 'F': -0.45390471198537624, 'H': -0.33201816440236165}, {'B': 0.077941848436376, 'D': 0.23044037804451212, 'F': 0.22816329429090654, 'H': 0.06254387966884106}, {'B': -0.078941848436376, 'D': -0.23144037804451212, 'F': -0.22916329429090654, 'H': -0.06354387966884106}, {'A': 0.20099377906632704, 'C': 0.11805151060230441, 'E': 0.14970060752911205, 'G': 0.29531727889428794}, {'A': -0.20199377906632704, 'C': -0.11905151060230441, 'E': -0.15070060752911205, 'G': -0.29631727889428794}, {'A': 0.08148114348938523, 'C': 0.22581327338863472, 'E': 0.2674850069147084, 'G': 0.22696411825451784}, {'A': -0.08248114348938523, 'C': -0.22681327338863472, 'E': -0.2684850069147084, 'G': -0.22796411825451784}, {'B': 0.47785231938914474, 'D': 0.36599361981338024, 'F': 0.1466359950090163, 'H': 0.2979895164164803}, {'B': -0.47885231938914474, 'D': -0.36699361981338025, 'F': -0.1476359950090163, 'H': -0.2989895164164803}]
[{'A': 0.38748157085227225, 'C': 0.48281154280380323, 'E': 0.46476919521843735, 'G': 0.14145159486609932}, {'A': -0.38848157085227225, 'C': -0.48381154280380323, 'E': -0.46576919521843735, 'G': -0.14245159486609932}, {'B': 0.1759058504590555, 'D': 0.18550826956534622, 'F': 0.3598984482722994, 'H': 0.2357197253189104}, {'B': -0.1769058504590555, 'D': -0.18650826956534622, 'F': -0.3608984482722994, 'H': -0.2367197253189104}, {'A': 0.48394911887781483, 'C': 0.3576564084019755, 'E': 0.17847002200206313, 'G': 0.30602941609818507}, {'A': -0.48494911887781483, 'C': -0.3586564084019755, 'E': -0.17947002200206313, 'G': -0.30702941609818507}, {'A': 0.21776688156709922, 'C': 0.49483550094777556, 'E': 0.4096036639093789, 'G': 0.34401059950043616}, {'A': -0.21876688156709923, 'C': -0.49583550094777556, 'E': -0.4106036639093789, 'G': -0.34501059950043617}, {'A': 0.16404281079905553, 'C': 0.39585383297582105, 'E': 0.22444757805356558, 'G': 0.19055836872220377}, {'A': -0.16504281079905553, 'C': -0.39685383297582105, 'E': -0.22544757805356558, 'G': -0.19155836872220378}, {'A': 0.15031370346288986, 'C': 0.49496182789105325, 'E': 0.18367042002861028, 'G': 0.43641908435096777}, {'A': -0.15131370346288986, 'C': -0.49596182789105325, 'E': -0.18467042002861028, 'G': -0.43741908435096777}, {'B': 0.32465783770914597, 'D': 0.42973454732299066, 'F': 0.18392283856047603, 'H': 0.21715720196676364}, {'B': -0.32565783770914597, 'D': -0.43073454732299066, 'F': -0.18492283856047603, 'H': -0.21815720196676364}, {'B': 0.27394376638628076, 'D': 0.3402950692806576, 'F': 0.4307491731886078, 'H': 0.1482642737068094}, {'B': -0.27494376638628076, 'D': -0.3412950692806576, 'F': -0.4317491731886078, 'H': -0.1492642737068094}, {'B': 0.34056919049166734, 'D': 0.2575795068043168, 'F': 0.19862006378000863, 'H': 0.36545418113338807}, {'B': -0.34156919049166734, 'D': -0.2585795068043168, 'F': -0.19962006378000863, 'H': -0.36645418113338807}, {'A': 0.2668932692390822, 'C': 0.271848148653634, 'E': 0.30291501370013546, 'G': 0.23252143614706738}, {'A': -0.2678932692390822, 'C': -0.272848148653634, 'E': -0.30391501370013546, 'G': -0.23352143614706738}]
[{'B': 0.24729354560623357, 'D': 0.11312600036588186, 'F': 0.27227509310576725, 'H': 0.1675419108291577}, {'B': -0.24829354560623357, 'D': -0.11412600036588186, 'F': -0.27327509310576725, 'H': -0.1685419108291577}, {'A': 0.35026880012162903, 'C': 0.466987351685826, 'E': 0.05767730137080175, 'G': 0.2853636923777165}, {'A': -0.35126880012162903, 'C': -0.467987351685826, 'E': -0.05867730137080175, 'G': -0.2863636923777165}, {'A': 0.15706873346218053, 'C': 0.4701733513699342, 'E': 0.4407637262826, 'G': 0.46154436587354786}, {'A': -0.15806873346218053, 'C': -0.4711733513699342, 'E': -0.4417637262826, 'G': -0.46254436587354786}, {'B': 0.11879213271625967, 'D': 0.1950687705909736, 'F': 0.4837508937553394, 'H': 0.37108664628108134}, {'B': -0.11979213271625967, 'D': -0.1960687705909736, 'F': -0.4847508937553394, 'H': -0.37208664628108135}, {'B': 0.4149378434616107, 'D': 0.06392697054819337, 'F': 0.14326667828887363, 'H': 0.08394070722037184}, {'B': -0.4159378434616107, 'D': -0.06492697054819337, 'F': -0.14426667828887363, 'H': -0.08494070722037184}, {'B': 0.18009270635988744, 'D': 0.08134555577701658, 'F': 0.07332056244426216, 'H': 0.05331687405607381}, {'B': -0.18109270635988745, 'D': -0.08234555577701658, 'F': -0.07432056244426216, 'H': -0.05431687405607381}, {'B': 0.14436858289986854, 'D': 0.4697104114197343, 'F': 0.10956856151997772, 'H': 0.250210270962876}, {'B': -0.14536858289986854, 'D': -0.4707104114197343, 'F': -0.11056856151997772, 'H': -0.251210270962876}, {'A': 0.3182616196505744, 'C': 0.19422316351070068, 'E': 0.05011398475324904, 'G': 0.4304007387756575}, {'A': -0.3192616196505744, 'C': -0.19522316351070068, 'E': -0.05111398475324904, 'G': -0.4314007387756575}, {'B': 0.33590279544649465, 'D': 0.160141337737084, 'F': 0.053625524001196655, 'H': 0.1815990466375727}, {'B': -0.33690279544649465, 'D': -0.161141337737084, 'F': -0.054625524001196656, 'H': -0.1825990466375727}, {'B': 0.4077618886555829, 'D': 0.47086969355225256, 'F': 0.49678195142210985, 'H': 0.11051728966102334}, {'B': -0.4087618886555829, 'D': -0.47186969355225256, 'F': -0.49778195142210985, 'H': -0.11151728966102334}]
[{'B': 0.29136653254341904, 'D': 0.19579407100348523, 'F': 0.06409762903024872, 'H': 0.07273620167739811}, {'B': -0.29236653254341904, 'D': -0.19679407100348523, 'F': -0.06509762903024872, 'H': -0.07373620167739811}, {'B': 0.16971297626798193, 'D': 0.06888175725465313, 'F': 0.16794741446082928, 'H': 0.22000439398189192}, {'B': -0.17071297626798193, 'D': -0.06988175725465313, 'F': -0.16894741446082928, 'H': -0.22100439398189192}, {'A': 0.14835472698233979, 'C': 0.3939833732426168, 'E': 0.35664106182729094, 'G': 0.2970074047192687}, {'A': -0.14935472698233979, 'C': -0.3949833732426168, 'E': -0.35764106182729094, 'G': -0.2980074047192687}, {'A': 0.45925321445771056, 'C': 0.3590231346620062, 'E': 0.44015110066921287, 'G': 0.2825960334404895}, {'A': -0.46025321445771056, 'C': -0.3600231346620062, 'E': -0.44115110066921287, 'G': -0.2835960334404895}, {'A': 0.2692804646103646, 'C': 0.12632790388923398, 'E': 0.496335163414674, 'G': 0.26171730970688145}, {'A': -0.2702804646103646, 'C': -0.12732790388923398, 'E': -0.497335163414674, 'G': -0.26271730970688145}, {'A': 0.2739227360042227, 'C': 0.24627960481914346, 'E': 0.3014879586128662, 'G': 0.21216323967365147}, {'A': -0.2749227360042227, 'C': -0.24727960481914346, 'E': -0.3024879586128662, 'G': -0.21316323967365147}, {'B': 0.30472329416274485, 'D': 0.24969997754482154, 'F': 0.08658470365856769, 'H': 0.3173221838331822}, {'B': -0.30572329416274485, 'D': -0.25069997754482154, 'F': -0.08758470365856769, 'H': -0.3183221838331822}, {'A': 0.1694541207671864, 'C': 0.45966650031985273, 'E': 0.3164281423639916, 'G': 0.12172973570443527}, {'A': -0.1704541207671864, 'C': -0.46066650031985273, 'E': -0.3174281423639916, 'G': -0.12272973570443527}, {'B': 0.3171649449189458, 'D': 0.2951308185387674, 'F': 0.35028394909502475, 'H': 0.06314687248788968}, {'B': -0.3181649449189458, 'D': -0.2961308185387674, 'F': -0.35128394909502475, 'H': -0.06414687248788968}, {'A': 0.10030691815796125, 'C': 0.45771173977446195, 'E': 0.4784062186799672, 'G': 0.22430173503578898}, {'A': -0.10130691815796125, 'C': -0.45871173977446195, 'E': -0.4794062186799672, 'G': -0.22530173503578899}]
[{'B': 0.07586446020688897, 'D': 0.1825515515257335, 'F': 0.3174031235566965, 'H': 0.4102530753804375}, {'B': -0.07686446020688897, 'D': -0.1835515515257335, 'F': -0.3184031235566965, 'H': -0.4112530753804375}, {'A': 0.23405185467231165, 'C': 0.10466355281269352, 'E': 0.3928638643094996, 'G': 0.2773136798107204}, {'A': -0.23505185467231166, 'C': -0.10566355281269352, 'E': -0.3938638643094996, 'G': -0.2783136798107204}, {'B': 0.4200981803612352, 'D': 0.05812106650042866, 'F': 0.4883692431657913, 'H': 0.2868660597397603}, {'B': -0.4210981803612352, 'D': -0.059121066500428664, 'F': -0.4893692431657913, 'H': -0.2878660597397603}, {'B': 0.34066666743107477, 'D': 0.47736477484063683, 'F': 0.10783746661283727, 'H': 0.46561043378132033}, {'B': -0.34166666743107477, 'D': -0.47836477484063683, 'F': -0.10883746661283727, 'H': -0.46661043378132033}, {'A': 0.20529149647557515, 'C': 0.3384848926806169, 'E': 0.28001324684250783, 'G': 0.4846318331665421}, {'A': -0.20629149647557515, 'C': -0.3394848926806169, 'E': -0.28101324684250784, 'G': -0.4856318331665421}, {'A': 0.15401263400858403, 'C': 0.18763728531297902, 'E': 0.4614139665509968, 'G': 0.4124631550007218}, {'A': -0.15501263400858403, 'C': -0.18863728531297902, 'E': -0.4624139665509968, 'G': -0.4134631550007218}, {'B': 0.47914694737782154, 'D': 0.09517178951857648, 'F': 0.3894655691390213, 'H': 0.26801431269604475}, {'B': -0.48014694737782154, 'D': -0.09617178951857648, 'F': -0.3904655691390213, 'H': -0.26901431269604476}, {'A': 0.22319459351899573, 'C': 0.34205377869219544, 'E': 0.3129959351348217, 'G': 0.22139692907670777}, {'A': -0.22419459351899573, 'C': -0.34305377869219544, 'E': -0.3139959351348217, 'G': -0.22239692907670777}, {'A': 0.13282919637249202, 'C': 0.35053356322200235, 'E': 0.11453682803674575, 'G': 0.30126022507612427}, {'A': -0.13382919637249202, 'C': -0.35153356322200235, 'E': -0.11553682803674575, 'G': -0.30226022507612427}, {'A': 0.4862276103585394, 'C': 0.3852325049201755, 'E': 0.07854480811378134, 'G': 0.17916670555412434}, {'A': -0.4872276103585394, 'C': -0.3862325049201755, 'E': -0.07954480811378134, 'G': -0.18016670555412434}]
[{'A': 0.3577292269421648, 'C': 0.05447699600712408, 'E': 0.11929260421361636, 'G': 0.46716570030008336}, {'A': -0.3587292269421648, 'C': -0.05547699600712408, 'E': -0.12029260421361636, 'G': -0.46816570030008337}, {'B': 0.2895610363136804, 'D': 0.4840824876611016, 'F': 0.38226236330963903, 'H': 0.22302774303750034}, {'B': -0.2905610363136804, 'D': -0.4850824876611016, 'F': -0.38326236330963903, 'H': -0.22402774303750034}, {'B': 0.4448582160474435, 'D': 0.40989420079041305, 'F': 0.37861109474475696, 'H': 0.2903453577313541}, {'B': -0.4458582160474435, 'D': -0.41089420079041306, 'F': -0.37961109474475696, 'H': -0.2913453577313541}, {'A': 0.10512247571502817, 'C': 0.37486611872168485, 'E': 0.38411646555601686, 'G': 0.4145839011619446}, {'A': -0.10612247571502817, 'C': -0.37586611872168485, 'E': -0.38511646555601686, 'G': -0.4155839011619446}, {'B': 0.11093216050914842, 'D': 0.4216560721218434, 'F': 0.3706078574949129, 'H': 0.28224361231527323}, {'B': -0.11193216050914842, 'D': -0.4226560721218434, 'F': -0.3716078574949129, 'H': -0.28324361231527323}, {'A': 0.3542803719934264, 'C': 0.16178088830613652, 'E': 0.24515890595648965, 'G': 0.39244013347247886}, {'A': -0.3552803719934264, 'C': -0.16278088830613652, 'E': -0.24615890595648965, 'G': -0.39344013347247886}, {'B': 0.40293494893848913, 'D': 0.40507116622627487, 'F': 0.36135917615712854, 'H': 0.12301043931905298}, {'B': -0.40393494893848914, 'D': -0.40607116622627487, 'F': -0.36235917615712854, 'H': -0.12401043931905298}, {'A': 0.46549573069916406, 'C': 0.19826724005008367, 'E': 0.08407100627121952, 'G': 0.2077795416428127}, {'A': -0.46649573069916406, 'C': -0.19926724005008367, 'E': -0.08507100627121952, 'G': -0.2087795416428127}, {'B': 0.3873651473661621, 'D': 0.2009328870503715, 'F': 0.09968592307360966, 'H': 0.22227259399686028}, {'B': -0.3883651473661621, 'D': -0.2019328870503715, 'F': -0.10068592307360966, 'H': -0.22327259399686028}, {'A': 0.44325930396132723, 'C': 0.3137836841398774, 'E': 0.2273801694152029, 'G': 0.49868586282203137}, {'A': -0.44425930396132723, 'C': -0.3147836841398774, 'E': -0.2283801694152029, 'G': -0.49968586282203137}]
[{'B': 0.4877599438399542, 'D': 0.3144382124297338, 'F': 0.14969186346520308, 'H': 0.180995965483914}, {'B': -0.4887599438399542, 'D': -0.3154382124297338, 'F': -0.15069186346520308, 'H': -0.181995965483914}, {'B': 0.059568424902515404, 'D': 0.3923766162035466, 'F': 0.33486971666740145, 'H': 0.29473782638886487}, {'B': -0.060568424902515405, 'D': -0.3933766162035466, 'F': -0.33586971666740145, 'H': -0.29573782638886487}, {'A': 0.3386449885257759, 'C': 0.43446338241515153, 'E': 0.13490185302008717, 'G': 0.33947227367425237}, {'A': -0.3396449885257759, 'C': -0.43546338241515153, 'E': -0.13590185302008717, 'G': -0.34047227367425237}, {'B': 0.21200813169765315, 'D': 0.24592254664266672, 'F': 0.33739368929606545, 'H': 0.37720091703493686}, {'B': -0.21300813169765315, 'D': -0.24692254664266672, 'F': -0.33839368929606545, 'H': -0.37820091703493686}, {'B': 0.2143987536007287, 'D': 0.34763719311480956, 'F': 0.38042358054730085, 'H': 0.29095494025325047}, {'B': -0.2153987536007287, 'D': -0.34863719311480956, 'F': -0.38142358054730086, 'H': -0.2919549402532505}, {'B': 0.3840177322160889, 'D': 0.38945716672117475, 'F': 0.42324962492795637, 'H': 0.4451598454202453}, {'B': -0.3850177322160889, 'D': -0.39045716672117475, 'F': -0.42424962492795637, 'H': -0.4461598454202453}, {'A': 0.3444708239752175, 'C': 0.3945528024749243, 'E': 0.1322495163805267, 'G': 0.36613002712567905}, {'A': -0.3454708239752175, 'C': -0.3955528024749243, 'E': -0.1332495163805267, 'G': -0.36713002712567905}, {'A': 0.4434665779122123, 'C': 0.4002742645174972, 'E': 0.3867770572748041, 'G': 0.39201275430608074}, {'A': -0.4444665779122123, 'C': -0.4012742645174972, 'E': -0.3877770572748041, 'G': -0.39301275430608074}, {'B': 0.09089106677429379, 'D': 0.11234472138944174, 'F': 0.25205631800404943, 'H': 0.4802170214372549}, {'B': -0.09189106677429379, 'D': -0.11334472138944174, 'F': -0.25305631800404943, 'H': -0.4812170214372549}, {'A': 0.0522488289754782, 'C': 0.278116940460559, 'E': 0.23375490832002233, 'G': 0.42002650257441176}, {'A': -0.0532488289754782, 'C': -0.279116940460559, 'E': -0.23475490832002233, 'G': -0.42102650257441177}]
